Month,Day,Period,DPV_NV
1,4,15,0.0156
1,4,16,0.16498
1,4,17,0.30768
1,4,18,0.43505
1,4,19,0.53161
1,4,20,0.61344
1,4,21,0.67169
1,4,22,0.72062
1,4,23,0.75176
1,4,24,0.77346
1,4,25,0.7738
1,4,26,0.75674
1,4,27,0.72659
1,4,28,0.67843
1,4,29,0.61447
1,4,30,0.53001
1,4,31,0.42921
1,4,32,0.30935
1,4,33,0.14518
1,4,34,0.02628
1,4,35,0.0
1,4,36,0.0
1,4,37,0.0
1,4,38,0.0
1,4,39,0.0
1,4,40,0.0
1,4,41,0.0
1,4,42,0.0
1,4,43,0.0
1,4,44,0.0
1,4,45,0.0
1,4,46,0.0
1,4,47,0.0
1,4,48,0.0
1,5,1,0.0
1,5,2,0.0
1,5,3,0.0
1,5,4,0.0
1,5,5,0.0
1,5,6,0.0
1,5,7,0.0
1,5,8,0.0
1,5,9,0.0
1,5,10,0.0
1,5,11,0.0
1,5,12,0.0
1,5,13,0.0
1,5,14,0.0
1,5,15,0.00145
1,5,16,0.0895
1,5,17,0.17327
1,5,18,0.32234
1,5,19,0.44563
1,5,20,0.45089
1,5,21,0.4911
1,5,22,0.50652
1,5,23,0.51119
1,5,24,0.56166
1,5,25,0.64208
1,5,26,0.70809
1,5,27,0.67699
1,5,28,0.63618
1,5,29,0.5738
1,5,30,0.42575
1,5,31,0.39429
1,5,32,0.20507
1,5,33,0.0999
1,5,34,0.00821
1,5,35,0.0
1,5,36,0.0
1,5,37,0.0
1,5,38,0.0
1,5,39,0.0
1,5,40,0.0
1,5,41,0.0
1,5,42,0.0
1,5,43,0.0
1,5,44,0.0
1,5,45,0.0
1,5,46,0.0
1,5,47,0.0
1,5,48,0.0
1,6,1,0.0
1,6,2,0.0
1,6,3,0.0
1,6,4,0.0
1,6,5,0.0
1,6,6,0.0
1,6,7,0.0
1,6,8,0.0
1,6,9,0.0
1,6,10,0.0
1,6,11,0.0
1,6,12,0.0
1,6,13,0.0
1,6,14,0.0
1,6,15,0.00145
1,6,16,0.07826
1,6,17,0.13563
1,6,18,0.22947
1,6,19,0.38679
1,6,20,0.48393
1,6,21,0.61553
1,6,22,0.64373
1,6,23,0.63859
1,6,24,0.65368
1,6,25,0.55834
1,6,26,0.59843
1,6,27,0.52189
1,6,28,0.50365
1,6,29,0.37197
1,6,30,0.27197
1,6,31,0.1876
1,6,32,0.11735
1,6,33,0.06627
1,6,34,0.00624
1,6,35,0.0
1,6,36,0.0
1,6,37,0.0
1,6,38,0.0
1,6,39,0.0
1,6,40,0.0
1,6,41,0.0
1,6,42,0.0
1,6,43,0.0
1,6,44,0.0
1,6,45,0.0
1,6,46,0.0
1,6,47,0.0
1,6,48,0.0
1,7,1,0.0
1,7,2,0.0
1,7,3,0.0
1,7,4,0.0
1,7,5,0.0
1,7,6,0.0
1,7,7,0.0
1,7,8,0.0
1,7,9,0.0
1,7,10,0.0
1,7,11,0.0
1,7,12,0.0
1,7,13,0.0
1,7,14,0.0
1,7,15,0.00134
1,7,16,0.02482
1,7,17,0.11265
1,7,18,0.17389
1,7,19,0.29626
1,7,20,0.3698
1,7,21,0.45815
1,7,22,0.45083
1,7,23,0.52017
1,7,24,0.65401
1,7,25,0.71205
1,7,26,0.69789
1,7,27,0.63749
1,7,28,0.58814
1,7,29,0.56228
1,7,30,0.48117
1,7,31,0.39679
1,7,32,0.28025
1,7,33,0.1521
1,7,34,0.02867
1,7,35,0.0
1,7,36,0.0
1,7,37,0.0
1,7,38,0.0
1,7,39,0.0
1,7,40,0.0
1,7,41,0.0
1,7,42,0.0
1,7,43,0.0
1,7,44,0.0
1,7,45,0.0
1,7,46,0.0
1,7,47,0.0
1,7,48,0.0
1,8,1,0.0
1,8,2,0.0
1,8,3,0.0
1,8,4,0.0
1,8,5,0.0
1,8,6,0.0
1,8,7,0.0
1,8,8,0.0
1,8,9,0.0
1,8,10,0.0
1,8,11,0.0
1,8,12,0.0
1,8,13,0.0
1,8,14,0.0
1,8,15,0.00174
1,8,16,0.09218
1,8,17,0.25056
1,8,18,0.33962
1,8,19,0.44607
1,8,20,0.51409
1,8,21,0.60213
1,8,22,0.64716
1,8,23,0.68766
1,8,24,0.63716
1,8,25,0.6932
1,8,26,0.6899
1,8,27,0.65088
1,8,28,0.58416
1,8,29,0.5318
1,8,30,0.47065
1,8,31,0.32611
1,8,32,0.21602
1,8,33,0.10706
1,8,34,0.00853
1,8,35,0.0
1,8,36,0.0
1,8,37,0.0
1,8,38,0.0
1,8,39,0.0
1,8,40,0.0
1,8,41,0.0
1,8,42,0.0
1,8,43,0.0
1,8,44,0.0
1,8,45,0.0
1,8,46,0.0
1,8,47,0.0
1,8,48,0.0
1,9,1,0.0
1,9,2,0.0
1,9,3,0.0
1,9,4,0.0
1,9,5,0.0
1,9,6,0.0
1,9,7,0.0
1,9,8,0.0
1,9,9,0.0
1,9,10,0.0
1,9,11,0.0
1,9,12,0.0
1,9,13,0.0
1,9,14,0.0
1,9,15,0.00127
1,9,16,0.03596
1,9,17,0.07151
1,9,18,0.09648
1,9,19,0.1286
1,9,20,0.16381
1,9,21,0.26132
1,9,22,0.30604
1,9,23,0.43877
1,9,24,0.52415
1,9,25,0.5572
1,9,26,0.58006
1,9,27,0.63468
1,9,28,0.63212
1,9,29,0.56445
1,9,30,0.50285
1,9,31,0.40991
1,9,32,0.29024
1,9,33,0.16698
1,9,34,0.03065
1,9,35,0.0
1,9,36,0.0
1,9,37,0.0
1,9,38,0.0
1,9,39,0.0
1,9,40,0.0
1,9,41,0.0
1,9,42,0.0
1,9,43,0.0
1,9,44,0.0
1,9,45,0.0
1,9,46,0.0
1,9,47,0.0
1,9,48,0.0
1,10,1,0.0
1,10,2,0.0
1,10,3,0.0
1,10,4,0.0
1,10,5,0.0
1,10,6,0.0
1,10,7,0.0
1,10,8,0.0
1,10,9,0.0
1,10,10,0.0
1,10,11,0.0
1,10,12,0.0
1,10,13,0.0
1,10,14,0.0
1,10,15,0.01643
1,10,16,0.1694
1,10,17,0.31469
1,10,18,0.44983
1,10,19,0.55689
1,10,20,0.64413
1,10,21,0.71161
1,10,22,0.76221
1,10,23,0.79587
1,10,24,0.81158
1,10,25,0.8114
1,10,26,0.79522
1,10,27,0.76231
1,10,28,0.71302
1,10,29,0.64707
1,10,30,0.56356
1,10,31,0.46568
1,10,32,0.34275
1,10,33,0.2048
1,10,34,0.05055
1,10,35,0.0
1,10,36,0.0
1,10,37,0.0
1,10,38,0.0
1,10,39,0.0
1,10,40,0.0
1,10,41,0.0
1,10,42,0.0
1,10,43,0.0
1,10,44,0.0
1,10,45,0.0
1,10,46,0.0
1,10,47,0.0
1,10,48,0.0
1,11,1,0.0
1,11,2,0.0
1,11,3,0.0
1,11,4,0.0
1,11,5,0.0
1,11,6,0.0
1,11,7,0.0
1,11,8,0.0
1,11,9,0.0
1,11,10,0.0
1,11,11,0.0
1,11,12,0.0
1,11,13,0.0
1,11,14,0.0
1,11,15,0.0174
1,11,16,0.15392
1,11,17,0.30285
1,11,18,0.43511
1,11,19,0.53601
1,11,20,0.61615
1,11,21,0.6737
1,11,22,0.71882
1,11,23,0.74662
1,11,24,0.76001
1,11,25,0.75765
1,11,26,0.74223
1,11,27,0.71251
1,11,28,0.66825
1,11,29,0.60825
1,11,30,0.52529
1,11,31,0.43716
1,11,32,0.32414
1,11,33,0.19392
1,11,34,0.04773
1,11,35,0.0
1,11,36,0.0
1,11,37,0.0
1,11,38,0.0
1,11,39,0.0
1,11,40,0.0
1,11,41,0.0
1,11,42,0.0
1,11,43,0.0
1,11,44,0.0
1,11,45,0.0
1,11,46,0.0
1,11,47,0.0
1,11,48,0.0
1,12,1,0.0
1,12,2,0.0
1,12,3,0.0
1,12,4,0.0
1,12,5,0.0
1,12,6,0.0
1,12,7,0.0
1,12,8,0.0
1,12,9,0.0
1,12,10,0.0
1,12,11,0.0
1,12,12,0.0
1,12,13,0.0
1,12,14,0.0
1,12,15,0.00213
1,12,16,0.06856
1,12,17,0.13987
1,12,18,0.17788
1,12,19,0.29814
1,12,20,0.38769
1,12,21,0.41193
1,12,22,0.33806
1,12,23,0.34321
1,12,24,0.26417
1,12,25,0.30929
1,12,26,0.36108
1,12,27,0.49202
1,12,28,0.4471
1,12,29,0.38868
1,12,30,0.3286
1,12,31,0.25474
1,12,32,0.13271
1,12,33,0.07113
1,12,34,0.01268
1,12,35,0.0
1,12,36,0.0
1,12,37,0.0
1,12,38,0.0
1,12,39,0.0
1,12,40,0.0
1,12,41,0.0
1,12,42,0.0
1,12,43,0.0
1,12,44,0.0
1,12,45,0.0
1,12,46,0.0
1,12,47,0.0
1,12,48,0.0
1,13,1,0.0
1,13,2,0.0
1,13,3,0.0
1,13,4,0.0
1,13,5,0.0
1,13,6,0.0
1,13,7,0.0
1,13,8,0.0
1,13,9,0.0
1,13,10,0.0
1,13,11,0.0
1,13,12,0.0
1,13,13,0.0
1,13,14,0.0
1,13,15,0.02251
1,13,16,0.14195
1,13,17,0.29825
1,13,18,0.44134
1,13,19,0.54661
1,13,20,0.63043
1,13,21,0.69923
1,13,22,0.74835
1,13,23,0.7804
1,13,24,0.79576
1,13,25,0.79496
1,13,26,0.77867
1,13,27,0.7475
1,13,28,0.69568
1,13,29,0.58254
1,13,30,0.48954
1,13,31,0.39474
1,13,32,0.3416
1,13,33,0.21233
1,13,34,0.06125
1,13,35,0.0
1,13,36,0.0
1,13,37,0.0
1,13,38,0.0
1,13,39,0.0
1,13,40,0.0
1,13,41,0.0
1,13,42,0.0
1,13,43,0.0
1,13,44,0.0
1,13,45,0.0
1,13,46,0.0
1,13,47,0.0
1,13,48,0.0
1,14,1,0.0
1,14,2,0.0
1,14,3,0.0
1,14,4,0.0
1,14,5,0.0
1,14,6,0.0
1,14,7,0.0
1,14,8,0.0
1,14,9,0.0
1,14,10,0.0
1,14,11,0.0
1,14,12,0.0
1,14,13,0.0
1,14,14,0.0
1,14,15,0.0036
1,14,16,0.07165
1,14,17,0.18535
1,14,18,0.29279
1,14,19,0.40701
1,14,20,0.53606
1,14,21,0.65565
1,14,22,0.71543
1,14,23,0.74705
1,14,24,0.76422
1,14,25,0.76512
1,14,26,0.75252
1,14,27,0.72276
1,14,28,0.68126
1,14,29,0.60432
1,14,30,0.49724
1,14,31,0.39641
1,14,32,0.31788
1,14,33,0.20899
1,14,34,0.05998
1,14,35,0.0
1,14,36,0.0
1,14,37,0.0
1,14,38,0.0
1,14,39,0.0
1,14,40,0.0
1,14,41,0.0
1,14,42,0.0
1,14,43,0.0
1,14,44,0.0
1,14,45,0.0
1,14,46,0.0
1,14,47,0.0
1,14,48,0.0
1,15,1,0.0
1,15,2,0.0
1,15,3,0.0
1,15,4,0.0
1,15,5,0.0
1,15,6,0.0
1,15,7,0.0
1,15,8,0.0
1,15,9,0.0
1,15,10,0.0
1,15,11,0.0
1,15,12,0.0
1,15,13,0.0
1,15,14,0.0
1,15,15,0.00331
1,15,16,0.03178
1,15,17,0.07724
1,15,18,0.14069
1,15,19,0.18166
1,15,20,0.18934
1,15,21,0.1439
1,15,22,0.21364
1,15,23,0.22317
1,15,24,0.32452
1,15,25,0.27925
1,15,26,0.27288
1,15,27,0.3127
1,15,28,0.34667
1,15,29,0.37082
1,15,30,0.25908
1,15,31,0.19719
1,15,32,0.07648
1,15,33,0.04944
1,15,34,0.01394
1,15,35,0.0
1,15,36,0.0
1,15,37,0.0
1,15,38,0.0
1,15,39,0.0
1,15,40,0.0
1,15,41,0.0
1,15,42,0.0
1,15,43,0.0
1,15,44,0.0
1,15,45,0.0
1,15,46,0.0
1,15,47,0.0
1,15,48,0.0
1,16,1,0.0
1,16,2,0.0
1,16,3,0.0
1,16,4,0.0
1,16,5,0.0
1,16,6,0.0
1,16,7,0.0
1,16,8,0.0
1,16,9,0.0
1,16,10,0.0
1,16,11,0.0
1,16,12,0.0
1,16,13,0.0
1,16,14,0.0
1,16,15,0.02847
1,16,16,0.15039
1,16,17,0.20921
1,16,18,0.32705
1,16,19,0.5494
1,16,20,0.63098
1,16,21,0.69644
1,16,22,0.7456
1,16,23,0.77524
1,16,24,0.79347
1,16,25,0.79372
1,16,26,0.78074
1,16,27,0.75209
1,16,28,0.70839
1,16,29,0.6497
1,16,30,0.57248
1,16,31,0.48155
1,16,32,0.36316
1,16,33,0.22922
1,16,34,0.07261
1,16,35,0.0
1,16,36,0.0
1,16,37,0.0
1,16,38,0.0
1,16,39,0.0
1,16,40,0.0
1,16,41,0.0
1,16,42,0.0
1,16,43,0.0
1,16,44,0.0
1,16,45,0.0
1,16,46,0.0
1,16,47,0.0
1,16,48,0.0
1,17,1,0.0
1,17,2,0.0
1,17,3,0.0
1,17,4,0.0
1,17,5,0.0
1,17,6,0.0
1,17,7,0.0
1,17,8,0.0
1,17,9,0.0
1,17,10,0.0
1,17,11,0.0
1,17,12,0.0
1,17,13,0.0
1,17,14,0.0
1,17,15,0.03186
1,17,16,0.16244
1,17,17,0.28686
1,17,18,0.44438
1,17,19,0.55057
1,17,20,0.62852
1,17,21,0.69541
1,17,22,0.73773
1,17,23,0.76412
1,17,24,0.77995
1,17,25,0.78021
1,17,26,0.77635
1,17,27,0.74803
1,17,28,0.70215
1,17,29,0.64347
1,17,30,0.56736
1,17,31,0.48049
1,17,32,0.36324
1,17,33,0.23131
1,17,34,0.07585
1,17,35,0.0
1,17,36,0.0
1,17,37,0.0
1,17,38,0.0
1,17,39,0.0
1,17,40,0.0
1,17,41,0.0
1,17,42,0.0
1,17,43,0.0
1,17,44,0.0
1,17,45,0.0
1,17,46,0.0
1,17,47,0.0
1,17,48,0.0
1,18,1,0.0
1,18,2,0.0
1,18,3,0.0
1,18,4,0.0
1,18,5,0.0
1,18,6,0.0
1,18,7,0.0
1,18,8,0.0
1,18,9,0.0
1,18,10,0.0
1,18,11,0.0
1,18,12,0.0
1,18,13,0.0
1,18,14,0.0
1,18,15,0.03414
1,18,16,0.15682
1,18,17,0.30354
1,18,18,0.45421
1,18,19,0.56039
1,18,20,0.64587
1,18,21,0.7137
1,18,22,0.76522
1,18,23,0.80021
1,18,24,0.81513
1,18,25,0.81899
1,18,26,0.80471
1,18,27,0.7747
1,18,28,0.72901
1,18,29,0.66761
1,18,30,0.58869
1,18,31,0.49422
1,18,32,0.37541
1,18,33,0.23859
1,18,34,0.08209
1,18,35,0.0
1,18,36,0.0
1,18,37,0.0
1,18,38,0.0
1,18,39,0.0
1,18,40,0.0
1,18,41,0.0
1,18,42,0.0
1,18,43,0.0
1,18,44,0.0
1,18,45,0.0
1,18,46,0.0
1,18,47,0.0
1,18,48,0.0
1,19,1,0.0
1,19,2,0.0
1,19,3,0.0
1,19,4,0.0
1,19,5,0.0
1,19,6,0.0
1,19,7,0.0
1,19,8,0.0
1,19,9,0.0
1,19,10,0.0
1,19,11,0.0
1,19,12,0.0
1,19,13,0.0
1,19,14,0.0
1,19,15,0.03658
1,19,16,0.17285
1,19,17,0.32005
1,19,18,0.45206
1,19,19,0.55472
1,19,20,0.62877
1,19,21,0.68275
1,19,22,0.68039
1,19,23,0.72567
1,19,24,0.64304
1,19,25,0.73582
1,19,26,0.64651
1,19,27,0.67578
1,19,28,0.62453
1,19,29,0.5191
1,19,30,0.45067
1,19,31,0.37514
1,19,32,0.27879
1,19,33,0.23834
1,19,34,0.08236
1,19,35,0.0
1,19,36,0.0
1,19,37,0.0
1,19,38,0.0
1,19,39,0.0
1,19,40,0.0
1,19,41,0.0
1,19,42,0.0
1,19,43,0.0
1,19,44,0.0
1,19,45,0.0
1,19,46,0.0
1,19,47,0.0
1,19,48,0.0
1,20,1,0.0
1,20,2,0.0
1,20,3,0.0
1,20,4,0.0
1,20,5,0.0
1,20,6,0.0
1,20,7,0.0
1,20,8,0.0
1,20,9,0.0
1,20,10,0.0
1,20,11,0.0
1,20,12,0.0
1,20,13,0.0
1,20,14,0.0
1,20,15,0.03844
1,20,16,0.17087
1,20,17,0.31982
1,20,18,0.44508
1,20,19,0.55105
1,20,20,0.62666
1,20,21,0.69341
1,20,22,0.73301
1,20,23,0.7596
1,20,24,0.77553
1,20,25,0.77227
1,20,26,0.75731
1,20,27,0.73459
1,20,28,0.69173
1,20,29,0.60596
1,20,30,0.5571
1,20,31,0.46351
1,20,32,0.35663
1,20,33,0.22938
1,20,34,0.07639
1,20,35,0.0
1,20,36,0.0
1,20,37,0.0
1,20,38,0.0
1,20,39,0.0
1,20,40,0.0
1,20,41,0.0
1,20,42,0.0
1,20,43,0.0
1,20,44,0.0
1,20,45,0.0
1,20,46,0.0
1,20,47,0.0
1,20,48,0.0
1,21,1,0.0
1,21,2,0.0
1,21,3,0.0
1,21,4,0.0
1,21,5,0.0
1,21,6,0.0
1,21,7,0.0
1,21,8,0.0
1,21,9,0.0
1,21,10,0.0
1,21,11,0.0
1,21,12,0.0
1,21,13,0.0
1,21,14,0.0
1,21,15,0.03248
1,21,16,0.16846
1,21,17,0.30896
1,21,18,0.43475
1,21,19,0.53012
1,21,20,0.60626
1,21,21,0.66824
1,21,22,0.71028
1,21,23,0.74506
1,21,24,0.76429
1,21,25,0.77133
1,21,26,0.76351
1,21,27,0.74021
1,21,28,0.70032
1,21,29,0.63194
1,21,30,0.56496
1,21,31,0.47582
1,21,32,0.36769
1,21,33,0.2371
1,21,34,0.08314
1,21,35,0.0
1,21,36,0.0
1,21,37,0.0
1,21,38,0.0
1,21,39,0.0
1,21,40,0.0
1,21,41,0.0
1,21,42,0.0
1,21,43,0.0
1,21,44,0.0
1,21,45,0.0
1,21,46,0.0
1,21,47,0.0
1,21,48,0.0
1,22,1,0.0
1,22,2,0.0
1,22,3,0.0
1,22,4,0.0
1,22,5,0.0
1,22,6,0.0
1,22,7,0.0
1,22,8,0.0
1,22,9,0.0
1,22,10,0.0
1,22,11,0.0
1,22,12,0.0
1,22,13,0.0
1,22,14,0.0
1,22,15,0.02901
1,22,16,0.1565
1,22,17,0.22801
1,22,18,0.29404
1,22,19,0.25799
1,22,20,0.49959
1,22,21,0.69181
1,22,22,0.74128
1,22,23,0.77484
1,22,24,0.79341
1,22,25,0.79303
1,22,26,0.76806
1,22,27,0.70525
1,22,28,0.50089
1,22,29,0.36594
1,22,30,0.32745
1,22,31,0.29524
1,22,32,0.32808
1,22,33,0.21257
1,22,34,0.08211
1,22,35,0.0
1,22,36,0.0
1,22,37,0.0
1,22,38,0.0
1,22,39,0.0
1,22,40,0.0
1,22,41,0.0
1,22,42,0.0
1,22,43,0.0
1,22,44,0.0
1,22,45,0.0
1,22,46,0.0
1,22,47,0.0
1,22,48,0.0
1,23,1,0.0
1,23,2,0.0
1,23,3,0.0
1,23,4,0.0
1,23,5,0.0
1,23,6,0.0
1,23,7,0.0
1,23,8,0.0
1,23,9,0.0
1,23,10,0.0
1,23,11,0.0
1,23,12,0.0
1,23,13,0.0
1,23,14,0.0
1,23,15,0.03984
1,23,16,0.17587
1,23,17,0.32714
1,23,18,0.47445
1,23,19,0.57887
1,23,20,0.67162
1,23,21,0.74014
1,23,22,0.79795
1,23,23,0.83344
1,23,24,0.85325
1,23,25,0.85744
1,23,26,0.84627
1,23,27,0.82006
1,23,28,0.77513
1,23,29,0.70841
1,23,30,0.62975
1,23,31,0.53576
1,23,32,0.4132
1,23,33,0.27126
1,23,34,0.11373
1,23,35,0.00064
1,23,36,0.0
1,23,37,0.0
1,23,38,0.0
1,23,39,0.0
1,23,40,0.0
1,23,41,0.0
1,23,42,0.0
1,23,43,0.0
1,23,44,0.0
1,23,45,0.0
1,23,46,0.0
1,23,47,0.0
1,23,48,0.0
1,24,1,0.0
1,24,2,0.0
1,24,3,0.0
1,24,4,0.0
1,24,5,0.0
1,24,6,0.0
1,24,7,0.0
1,24,8,0.0
1,24,9,0.0
1,24,10,0.0
1,24,11,0.0
1,24,12,0.0
1,24,13,0.0
1,24,14,0.0
1,24,15,0.04239
1,24,16,0.18748
1,24,17,0.33075
1,24,18,0.46885
1,24,19,0.5754
1,24,20,0.66231
1,24,21,0.72805
1,24,22,0.77929
1,24,23,0.81409
1,24,24,0.82902
1,24,25,0.82855
1,24,26,0.81262
1,24,27,0.78101
1,24,28,0.73104
1,24,29,0.67471
1,24,30,0.59568
1,24,31,0.5021
1,24,32,0.38877
1,24,33,0.25733
1,24,34,0.10871
1,24,35,9e-05
1,24,36,0.0
1,24,37,0.0
1,24,38,0.0
1,24,39,0.0
1,24,40,0.0
1,24,41,0.0
1,24,42,0.0
1,24,43,0.0
1,24,44,0.0
1,24,45,0.0
1,24,46,0.0
1,24,47,0.0
1,24,48,0.0
1,25,1,0.0
1,25,2,0.0
1,25,3,0.0
1,25,4,0.0
1,25,5,0.0
1,25,6,0.0
1,25,7,0.0
1,25,8,0.0
1,25,9,0.0
1,25,10,0.0
1,25,11,0.0
1,25,12,0.0
1,25,13,0.0
1,25,14,0.0
1,25,15,0.02004
1,25,16,0.12805
1,25,17,0.28142
1,25,18,0.3078
1,25,19,0.33958
1,25,20,0.44989
1,25,21,0.54638
1,25,22,0.60658
1,25,23,0.66206
1,25,24,0.635
1,25,25,0.74487
1,25,26,0.74173
1,25,27,0.72363
1,25,28,0.55723
1,25,29,0.57081
1,25,30,0.31501
1,25,31,0.33759
1,25,32,0.21622
1,25,33,0.11091
1,25,34,0.05771
1,25,35,0.00011
1,25,36,0.0
1,25,37,0.0
1,25,38,0.0
1,25,39,0.0
1,25,40,0.0
1,25,41,0.0
1,25,42,0.0
1,25,43,0.0
1,25,44,0.0
1,25,45,0.0
1,25,46,0.0
1,25,47,0.0
1,25,48,0.0
1,26,1,0.0
1,26,2,0.0
1,26,3,0.0
1,26,4,0.0
1,26,5,0.0
1,26,6,0.0
1,26,7,0.0
1,26,8,0.0
1,26,9,0.0
1,26,10,0.0
1,26,11,0.0
1,26,12,0.0
1,26,13,0.0
1,26,14,0.0
1,26,15,0.01012
1,26,16,0.10505
1,26,17,0.10814
1,26,18,0.21882
1,26,19,0.33033
1,26,20,0.4598
1,26,21,0.53526
1,26,22,0.59398
1,26,23,0.61333
1,26,24,0.60727
1,26,25,0.57574
1,26,26,0.62425
1,26,27,0.59914
1,26,28,0.52959
1,26,29,0.45239
1,26,30,0.39986
1,26,31,0.31226
1,26,32,0.24954
1,26,33,0.09969
1,26,34,0.06744
1,26,35,0.00011
1,26,36,0.0
1,26,37,0.0
1,26,38,0.0
1,26,39,0.0
1,26,40,0.0
1,26,41,0.0
1,26,42,0.0
1,26,43,0.0
1,26,44,0.0
1,26,45,0.0
1,26,46,0.0
1,26,47,0.0
1,26,48,0.0
1,27,1,0.0
1,27,2,0.0
1,27,3,0.0
1,27,4,0.0
1,27,5,0.0
1,27,6,0.0
1,27,7,0.0
1,27,8,0.0
1,27,9,0.0
1,27,10,0.0
1,27,11,0.0
1,27,12,0.0
1,27,13,0.0
1,27,14,0.0
1,27,15,0.00886
1,27,16,0.07576
1,27,17,0.0829
1,27,18,0.14036
1,27,19,0.23498
1,27,20,0.26408
1,27,21,0.39403
1,27,22,0.52473
1,27,23,0.43305
1,27,24,0.35695
1,27,25,0.52259
1,27,26,0.5184
1,27,27,0.41979
1,27,28,0.38617
1,27,29,0.35739
1,27,30,0.36363
1,27,31,0.26139
1,27,32,0.11888
1,27,33,0.09046
1,27,34,0.03905
1,27,35,9e-05
1,27,36,0.0
1,27,37,0.0
1,27,38,0.0
1,27,39,0.0
1,27,40,0.0
1,27,41,0.0
1,27,42,0.0
1,27,43,0.0
1,27,44,0.0
1,27,45,0.0
1,27,46,0.0
1,27,47,0.0
1,27,48,0.0
1,28,1,0.0
1,28,2,0.0
1,28,3,0.0
1,28,4,0.0
1,28,5,0.0
1,28,6,0.0
1,28,7,0.0
1,28,8,0.0
1,28,9,0.0
1,28,10,0.0
1,28,11,0.0
1,28,12,0.0
1,28,13,0.0
1,28,14,0.0
1,28,15,0.02414
1,28,16,0.05911
1,28,17,0.15793
1,28,18,0.29667
1,28,19,0.37717
1,28,20,0.53524
1,28,21,0.69295
1,28,22,0.76044
1,28,23,0.81717
1,28,24,0.83454
1,28,25,0.81208
1,28,26,0.82348
1,28,27,0.79582
1,28,28,0.7334
1,28,29,0.64072
1,28,30,0.57476
1,28,31,0.47346
1,28,32,0.3772
1,28,33,0.24115
1,28,34,0.11571
1,28,35,0.00019
1,28,36,0.0
1,28,37,0.0
1,28,38,0.0
1,28,39,0.0
1,28,40,0.0
1,28,41,0.0
1,28,42,0.0
1,28,43,0.0
1,28,44,0.0
