Month,Day,Period,DPV_NV
1,4,15,0.01772
1,4,16,0.15763
1,4,17,0.29844
1,4,18,0.41874
1,4,19,0.52526
1,4,20,0.59628
1,4,21,0.6519
1,4,22,0.69662
1,4,23,0.7146
1,4,24,0.72595
1,4,25,0.72367
1,4,26,0.70482
1,4,27,0.67439
1,4,28,0.56192
1,4,29,0.41043
1,4,30,0.24218
1,4,31,0.21268
1,4,32,0.14795
1,4,33,0.07814
1,4,34,0.00496
1,4,35,0.0
1,4,36,0.0
1,4,37,0.0
1,4,38,0.0
1,4,39,0.0
1,4,40,0.0
1,4,41,0.0
1,4,42,0.0
1,4,43,0.0
1,4,44,0.0
1,4,45,0.0
1,4,46,0.0
1,4,47,0.0
1,4,48,0.0
1,5,1,0.0
1,5,2,0.0
1,5,3,0.0
1,5,4,0.0
1,5,5,0.0
1,5,6,0.0
1,5,7,0.0
1,5,8,0.0
1,5,9,0.0
1,5,10,0.0
1,5,11,0.0
1,5,12,0.0
1,5,13,0.0
1,5,14,0.0
1,5,15,0.01449
1,5,16,0.15422
1,5,17,0.29062
1,5,18,0.43715
1,5,19,0.53313
1,5,20,0.62655
1,5,21,0.69354
1,5,22,0.74253
1,5,23,0.77526
1,5,24,0.79221
1,5,25,0.78839
1,5,26,0.77601
1,5,27,0.74413
1,5,28,0.69229
1,5,29,0.61989
1,5,30,0.54851
1,5,31,0.44829
1,5,32,0.32102
1,5,33,0.18268
1,5,34,0.0409
1,5,35,0.0
1,5,36,0.0
1,5,37,0.0
1,5,38,0.0
1,5,39,0.0
1,5,40,0.0
1,5,41,0.0
1,5,42,0.0
1,5,43,0.0
1,5,44,0.0
1,5,45,0.0
1,5,46,0.0
1,5,47,0.0
1,5,48,0.0
1,6,1,0.0
1,6,2,0.0
1,6,3,0.0
1,6,4,0.0
1,6,5,0.0
1,6,6,0.0
1,6,7,0.0
1,6,8,0.0
1,6,9,0.0
1,6,10,0.0
1,6,11,0.0
1,6,12,0.0
1,6,13,0.0
1,6,14,0.0
1,6,15,0.01718
1,6,16,0.17784
1,6,17,0.31651
1,6,18,0.4409
1,6,19,0.5455
1,6,20,0.63454
1,6,21,0.71428
1,6,22,0.76418
1,6,23,0.79353
1,6,24,0.80852
1,6,25,0.80677
1,6,26,0.78885
1,6,27,0.75491
1,6,28,0.70353
1,6,29,0.64067
1,6,30,0.5578
1,6,31,0.45718
1,6,32,0.32831
1,6,33,0.19138
1,6,34,0.04524
1,6,35,0.0
1,6,36,0.0
1,6,37,0.0
1,6,38,0.0
1,6,39,0.0
1,6,40,0.0
1,6,41,0.0
1,6,42,0.0
1,6,43,0.0
1,6,44,0.0
1,6,45,0.0
1,6,46,0.0
1,6,47,0.0
1,6,48,0.0
1,7,1,0.0
1,7,2,0.0
1,7,3,0.0
1,7,4,0.0
1,7,5,0.0
1,7,6,0.0
1,7,7,0.0
1,7,8,0.0
1,7,9,0.0
1,7,10,0.0
1,7,11,0.0
1,7,12,0.0
1,7,13,0.0
1,7,14,0.0
1,7,15,0.00174
1,7,16,0.08808
1,7,17,0.14162
1,7,18,0.36002
1,7,19,0.53214
1,7,20,0.59226
1,7,21,0.63108
1,7,22,0.67031
1,7,23,0.72936
1,7,24,0.75082
1,7,25,0.75393
1,7,26,0.73897
1,7,27,0.71035
1,7,28,0.66352
1,7,29,0.60924
1,7,30,0.5328
1,7,31,0.41803
1,7,32,0.32244
1,7,33,0.18975
1,7,34,0.04272
1,7,35,0.0
1,7,36,0.0
1,7,37,0.0
1,7,38,0.0
1,7,39,0.0
1,7,40,0.0
1,7,41,0.0
1,7,42,0.0
1,7,43,0.0
1,7,44,0.0
1,7,45,0.0
1,7,46,0.0
1,7,47,0.0
1,7,48,0.0
1,8,1,0.0
1,8,2,0.0
1,8,3,0.0
1,8,4,0.0
1,8,5,0.0
1,8,6,0.0
1,8,7,0.0
1,8,8,0.0
1,8,9,0.0
1,8,10,0.0
1,8,11,0.0
1,8,12,0.0
1,8,13,0.0
1,8,14,0.0
1,8,15,0.01543
1,8,16,0.14706
1,8,17,0.29709
1,8,18,0.41521
1,8,19,0.52625
1,8,20,0.60934
1,8,21,0.66985
1,8,22,0.63529
1,8,23,0.57519
1,8,24,0.6062
1,8,25,0.72965
1,8,26,0.72177
1,8,27,0.58169
1,8,28,0.65336
1,8,29,0.59682
1,8,30,0.5245
1,8,31,0.31487
1,8,32,0.30971
1,8,33,0.09325
1,8,34,0.00815
1,8,35,0.0
1,8,36,0.0
1,8,37,0.0
1,8,38,0.0
1,8,39,0.0
1,8,40,0.0
1,8,41,0.0
1,8,42,0.0
1,8,43,0.0
1,8,44,0.0
1,8,45,0.0
1,8,46,0.0
1,8,47,0.0
1,8,48,0.0
1,9,1,0.0
1,9,2,0.0
1,9,3,0.0
1,9,4,0.0
1,9,5,0.0
1,9,6,0.0
1,9,7,0.0
1,9,8,0.0
1,9,9,0.0
1,9,10,0.0
1,9,11,0.0
1,9,12,0.0
1,9,13,0.0
1,9,14,0.0
1,9,15,0.01343
1,9,16,0.1269
1,9,17,0.24524
1,9,18,0.38568
1,9,19,0.48495
1,9,20,0.53617
1,9,21,0.57541
1,9,22,0.62825
1,9,23,0.58252
1,9,24,0.55328
1,9,25,0.53154
1,9,26,0.40771
1,9,27,0.43649
1,9,28,0.40659
1,9,29,0.42245
1,9,30,0.33089
1,9,31,0.22361
1,9,32,0.21241
1,9,33,0.10576
1,9,34,0.00884
1,9,35,0.0
1,9,36,0.0
1,9,37,0.0
1,9,38,0.0
1,9,39,0.0
1,9,40,0.0
1,9,41,0.0
1,9,42,0.0
1,9,43,0.0
1,9,44,0.0
1,9,45,0.0
1,9,46,0.0
1,9,47,0.0
1,9,48,0.0
1,10,1,0.0
1,10,2,0.0
1,10,3,0.0
1,10,4,0.0
1,10,5,0.0
1,10,6,0.0
1,10,7,0.0
1,10,8,0.0
1,10,9,0.0
1,10,10,0.0
1,10,11,0.0
1,10,12,0.0
1,10,13,0.0
1,10,14,0.0
1,10,15,0.01394
1,10,16,0.14161
1,10,17,0.27646
1,10,18,0.4036
1,10,19,0.48376
1,10,20,0.56979
1,10,21,0.61225
1,10,22,0.68638
1,10,23,0.71497
1,10,24,0.73664
1,10,25,0.58894
1,10,26,0.61176
1,10,27,0.59755
1,10,28,0.5111
1,10,29,0.38628
1,10,30,0.42719
1,10,31,0.3859
1,10,32,0.31699
1,10,33,0.12205
1,10,34,0.00981
1,10,35,0.0
1,10,36,0.0
1,10,37,0.0
1,10,38,0.0
1,10,39,0.0
1,10,40,0.0
1,10,41,0.0
1,10,42,0.0
1,10,43,0.0
1,10,44,0.0
1,10,45,0.0
1,10,46,0.0
1,10,47,0.0
1,10,48,0.0
1,11,1,0.0
1,11,2,0.0
1,11,3,0.0
1,11,4,0.0
1,11,5,0.0
1,11,6,0.0
1,11,7,0.0
1,11,8,0.0
1,11,9,0.0
1,11,10,0.0
1,11,11,0.0
1,11,12,0.0
1,11,13,0.0
1,11,14,0.0
1,11,15,0.01601
1,11,16,0.13082
1,11,17,0.2014
1,11,18,0.20184
1,11,19,0.31358
1,11,20,0.34158
1,11,21,0.30276
1,11,22,0.33037
1,11,23,0.45448
1,11,24,0.53389
1,11,25,0.52096
1,11,26,0.56801
1,11,27,0.5069
1,11,28,0.42494
1,11,29,0.36842
1,11,30,0.27201
1,11,31,0.21091
1,11,32,0.19483
1,11,33,0.12033
1,11,34,0.00992
1,11,35,0.0
1,11,36,0.0
1,11,37,0.0
1,11,38,0.0
1,11,39,0.0
1,11,40,0.0
1,11,41,0.0
1,11,42,0.0
1,11,43,0.0
1,11,44,0.0
1,11,45,0.0
1,11,46,0.0
1,11,47,0.0
1,11,48,0.0
1,12,1,0.0
1,12,2,0.0
1,12,3,0.0
1,12,4,0.0
1,12,5,0.0
1,12,6,0.0
1,12,7,0.0
1,12,8,0.0
1,12,9,0.0
1,12,10,0.0
1,12,11,0.0
1,12,12,0.0
1,12,13,0.0
1,12,14,0.0
1,12,15,0.01199
1,12,16,0.07476
1,12,17,0.10064
1,12,18,0.24722
1,12,19,0.37681
1,12,20,0.46297
1,12,21,0.49541
1,12,22,0.54431
1,12,23,0.70007
1,12,24,0.71709
1,12,25,0.72744
1,12,26,0.71431
1,12,27,0.69027
1,12,28,0.65424
1,12,29,0.59885
1,12,30,0.52441
1,12,31,0.4349
1,12,32,0.26895
1,12,33,0.13721
1,12,34,0.03183
1,12,35,0.0
1,12,36,0.0
1,12,37,0.0
1,12,38,0.0
1,12,39,0.0
1,12,40,0.0
1,12,41,0.0
1,12,42,0.0
1,12,43,0.0
1,12,44,0.0
1,12,45,0.0
1,12,46,0.0
1,12,47,0.0
1,12,48,0.0
1,13,1,0.0
1,13,2,0.0
1,13,3,0.0
1,13,4,0.0
1,13,5,0.0
1,13,6,0.0
1,13,7,0.0
1,13,8,0.0
1,13,9,0.0
1,13,10,0.0
1,13,11,0.0
1,13,12,0.0
1,13,13,0.0
1,13,14,0.0
1,13,15,0.01057
1,13,16,0.0874
1,13,17,0.10947
1,13,18,0.24662
1,13,19,0.45812
1,13,20,0.46488
1,13,21,0.45241
1,13,22,0.58389
1,13,23,0.69015
1,13,24,0.74709
1,13,25,0.74839
1,13,26,0.73514
1,13,27,0.70466
1,13,28,0.66505
1,13,29,0.60803
1,13,30,0.50463
1,13,31,0.41699
1,13,32,0.25413
1,13,33,0.11759
1,13,34,0.02343
1,13,35,0.0
1,13,36,0.0
1,13,37,0.0
1,13,38,0.0
1,13,39,0.0
1,13,40,0.0
1,13,41,0.0
1,13,42,0.0
1,13,43,0.0
1,13,44,0.0
1,13,45,0.0
1,13,46,0.0
1,13,47,0.0
1,13,48,0.0
1,14,1,0.0
1,14,2,0.0
1,14,3,0.0
1,14,4,0.0
1,14,5,0.0
1,14,6,0.0
1,14,7,0.0
1,14,8,0.0
1,14,9,0.0
1,14,10,0.0
1,14,11,0.0
1,14,12,0.0
1,14,13,0.0
1,14,14,0.0
1,14,15,0.00342
1,14,16,0.08579
1,14,17,0.16924
1,14,18,0.33739
1,14,19,0.35714
1,14,20,0.40223
1,14,21,0.46304
1,14,22,0.48974
1,14,23,0.49114
1,14,24,0.52294
1,14,25,0.51837
1,14,26,0.48031
1,14,27,0.46871
1,14,28,0.43037
1,14,29,0.40819
1,14,30,0.36795
1,14,31,0.26324
1,14,32,0.17764
1,14,33,0.12936
1,14,34,0.01436
1,14,35,0.0
1,14,36,0.0
1,14,37,0.0
1,14,38,0.0
1,14,39,0.0
1,14,40,0.0
1,14,41,0.0
1,14,42,0.0
1,14,43,0.0
1,14,44,0.0
1,14,45,0.0
1,14,46,0.0
1,14,47,0.0
1,14,48,0.0
1,15,1,0.0
1,15,2,0.0
1,15,3,0.0
1,15,4,0.0
1,15,5,0.0
1,15,6,0.0
1,15,7,0.0
1,15,8,0.0
1,15,9,0.0
1,15,10,0.0
1,15,11,0.0
1,15,12,0.0
1,15,13,0.0
1,15,14,0.0
1,15,15,0.00324
1,15,16,0.04985
1,15,17,0.11396
1,15,18,0.14722
1,15,19,0.21738
1,15,20,0.41773
1,15,21,0.34652
1,15,22,0.32302
1,15,23,0.39914
1,15,24,0.44535
1,15,25,0.46915
1,15,26,0.41596
1,15,27,0.44707
1,15,28,0.39079
1,15,29,0.2185
1,15,30,0.13429
1,15,31,0.11638
1,15,32,0.0423
1,15,33,0.0598
1,15,34,0.01116
1,15,35,0.0
1,15,36,0.0
1,15,37,0.0
1,15,38,0.0
1,15,39,0.0
1,15,40,0.0
1,15,41,0.0
1,15,42,0.0
1,15,43,0.0
1,15,44,0.0
1,15,45,0.0
1,15,46,0.0
1,15,47,0.0
1,15,48,0.0
1,16,1,0.0
1,16,2,0.0
1,16,3,0.0
1,16,4,0.0
1,16,5,0.0
1,16,6,0.0
1,16,7,0.0
1,16,8,0.0
1,16,9,0.0
1,16,10,0.0
1,16,11,0.0
1,16,12,0.0
1,16,13,0.0
1,16,14,0.0
1,16,15,0.00283
1,16,16,0.01259
1,16,17,0.01826
1,16,18,0.04128
1,16,19,0.10238
1,16,20,0.19312
1,16,21,0.13634
1,16,22,0.11004
1,16,23,0.10773
1,16,24,0.11429
1,16,25,0.10543
1,16,26,0.08958
1,16,27,0.0888
1,16,28,0.06919
1,16,29,0.06727
1,16,30,0.0849
1,16,31,0.04068
1,16,32,0.03081
1,16,33,0.02949
1,16,34,0.00719
1,16,35,0.0
1,16,36,0.0
1,16,37,0.0
1,16,38,0.0
1,16,39,0.0
1,16,40,0.0
1,16,41,0.0
1,16,42,0.0
1,16,43,0.0
1,16,44,0.0
1,16,45,0.0
1,16,46,0.0
1,16,47,0.0
1,16,48,0.0
1,17,1,0.0
1,17,2,0.0
1,17,3,0.0
1,17,4,0.0
1,17,5,0.0
1,17,6,0.0
1,17,7,0.0
1,17,8,0.0
1,17,9,0.0
1,17,10,0.0
1,17,11,0.0
1,17,12,0.0
1,17,13,0.0
1,17,14,0.0
1,17,15,0.00327
1,17,16,0.03239
1,17,17,0.07088
1,17,18,0.10638
1,17,19,0.08077
1,17,20,0.07111
1,17,21,0.1035
1,17,22,0.14531
1,17,23,0.11251
1,17,24,0.14781
1,17,25,0.33674
1,17,26,0.29987
1,17,27,0.14683
1,17,28,0.16398
1,17,29,0.10459
1,17,30,0.05885
1,17,31,0.10027
1,17,32,0.09615
1,17,33,0.0506
1,17,34,0.00857
1,17,35,0.0
1,17,36,0.0
1,17,37,0.0
1,17,38,0.0
1,17,39,0.0
1,17,40,0.0
1,17,41,0.0
1,17,42,0.0
1,17,43,0.0
1,17,44,0.0
1,17,45,0.0
1,17,46,0.0
1,17,47,0.0
1,17,48,0.0
1,18,1,0.0
1,18,2,0.0
1,18,3,0.0
1,18,4,0.0
1,18,5,0.0
1,18,6,0.0
1,18,7,0.0
1,18,8,0.0
1,18,9,0.0
1,18,10,0.0
1,18,11,0.0
1,18,12,0.0
1,18,13,0.0
1,18,14,0.0
1,18,15,0.00349
1,18,16,0.01161
1,18,17,0.02954
1,18,18,0.1665
1,18,19,0.10911
1,18,20,0.31403
1,18,21,0.42282
1,18,22,0.46844
1,18,23,0.51738
1,18,24,0.50828
1,18,25,0.47865
1,18,26,0.46601
1,18,27,0.49093
1,18,28,0.40322
1,18,29,0.38445
1,18,30,0.28919
1,18,31,0.23925
1,18,32,0.18055
1,18,33,0.1272
1,18,34,0.02864
1,18,35,0.0
1,18,36,0.0
1,18,37,0.0
1,18,38,0.0
1,18,39,0.0
1,18,40,0.0
1,18,41,0.0
1,18,42,0.0
1,18,43,0.0
1,18,44,0.0
1,18,45,0.0
1,18,46,0.0
1,18,47,0.0
1,18,48,0.0
1,19,1,0.0
1,19,2,0.0
1,19,3,0.0
1,19,4,0.0
1,19,5,0.0
1,19,6,0.0
1,19,7,0.0
1,19,8,0.0
1,19,9,0.0
1,19,10,0.0
1,19,11,0.0
1,19,12,0.0
1,19,13,0.0
1,19,14,0.0
1,19,15,0.01342
1,19,16,0.06914
1,19,17,0.10811
1,19,18,0.27141
1,19,19,0.44027
1,19,20,0.39736
1,19,21,0.45088
1,19,22,0.54441
1,19,23,0.62742
1,19,24,0.64678
1,19,25,0.66443
1,19,26,0.70794
1,19,27,0.68285
1,19,28,0.63341
1,19,29,0.58097
1,19,30,0.47043
1,19,31,0.4239
1,19,32,0.33079
1,19,33,0.17217
1,19,34,0.03332
1,19,35,0.0
1,19,36,0.0
1,19,37,0.0
1,19,38,0.0
1,19,39,0.0
1,19,40,0.0
1,19,41,0.0
1,19,42,0.0
1,19,43,0.0
1,19,44,0.0
1,19,45,0.0
1,19,46,0.0
1,19,47,0.0
1,19,48,0.0
1,20,1,0.0
1,20,2,0.0
1,20,3,0.0
1,20,4,0.0
1,20,5,0.0
1,20,6,0.0
1,20,7,0.0
1,20,8,0.0
1,20,9,0.0
1,20,10,0.0
1,20,11,0.0
1,20,12,0.0
1,20,13,0.0
1,20,14,0.0
1,20,15,0.01062
1,20,16,0.09983
1,20,17,0.07646
1,20,18,0.27012
1,20,19,0.39793
1,20,20,0.46622
1,20,21,0.4152
1,20,22,0.48252
1,20,23,0.48164
1,20,24,0.51586
1,20,25,0.52321
1,20,26,0.61446
1,20,27,0.52757
1,20,28,0.42396
1,20,29,0.28707
1,20,30,0.23153
1,20,31,0.17163
1,20,32,0.11789
1,20,33,0.10718
1,20,34,0.01859
1,20,35,0.0
1,20,36,0.0
1,20,37,0.0
1,20,38,0.0
1,20,39,0.0
1,20,40,0.0
1,20,41,0.0
1,20,42,0.0
1,20,43,0.0
1,20,44,0.0
1,20,45,0.0
1,20,46,0.0
1,20,47,0.0
1,20,48,0.0
1,21,1,0.0
1,21,2,0.0
1,21,3,0.0
1,21,4,0.0
1,21,5,0.0
1,21,6,0.0
1,21,7,0.0
1,21,8,0.0
1,21,9,0.0
1,21,10,0.0
1,21,11,0.0
1,21,12,0.0
1,21,13,0.0
1,21,14,0.0
1,21,15,0.00873
1,21,16,0.10187
1,21,17,0.24017
1,21,18,0.34074
1,21,19,0.37525
1,21,20,0.56174
1,21,21,0.67851
1,21,22,0.7297
1,21,23,0.6007
1,21,24,0.5089
1,21,25,0.50713
1,21,26,0.48364
1,21,27,0.5011
1,21,28,0.44266
1,21,29,0.38282
1,21,30,0.42823
1,21,31,0.27849
1,21,32,0.13606
1,21,33,0.09382
1,21,34,0.03351
1,21,35,0.0
1,21,36,0.0
1,21,37,0.0
1,21,38,0.0
1,21,39,0.0
1,21,40,0.0
1,21,41,0.0
1,21,42,0.0
1,21,43,0.0
1,21,44,0.0
1,21,45,0.0
1,21,46,0.0
1,21,47,0.0
1,21,48,0.0
1,22,1,0.0
1,22,2,0.0
1,22,3,0.0
1,22,4,0.0
1,22,5,0.0
1,22,6,0.0
1,22,7,0.0
1,22,8,0.0
1,22,9,0.0
1,22,10,0.0
1,22,11,0.0
1,22,12,0.0
1,22,13,0.0
1,22,14,0.0
1,22,15,0.02388
1,22,16,0.15426
1,22,17,0.30011
1,22,18,0.43241
1,22,19,0.52101
1,22,20,0.60884
1,22,21,0.66454
1,22,22,0.71775
1,22,23,0.74697
1,22,24,0.76137
1,22,25,0.75931
1,22,26,0.7473
1,22,27,0.7148
1,22,28,0.66462
1,22,29,0.50643
1,22,30,0.39092
1,22,31,0.29735
1,22,32,0.30998
1,22,33,0.21131
1,22,34,0.06518
1,22,35,0.0
1,22,36,0.0
1,22,37,0.0
1,22,38,0.0
1,22,39,0.0
1,22,40,0.0
1,22,41,0.0
1,22,42,0.0
1,22,43,0.0
1,22,44,0.0
1,22,45,0.0
1,22,46,0.0
1,22,47,0.0
1,22,48,0.0
1,23,1,0.0
1,23,2,0.0
1,23,3,0.0
1,23,4,0.0
1,23,5,0.0
1,23,6,0.0
1,23,7,0.0
1,23,8,0.0
1,23,9,0.0
1,23,10,0.0
1,23,11,0.0
1,23,12,0.0
1,23,13,0.0
1,23,14,0.0
1,23,15,0.00678
1,23,16,0.09058
1,23,17,0.18386
1,23,18,0.35962
1,23,19,0.41737
1,23,20,0.48903
1,23,21,0.4997
1,23,22,0.57066
1,23,23,0.63526
1,23,24,0.63703
1,23,25,0.59276
1,23,26,0.52617
1,23,27,0.53629
1,23,28,0.48283
1,23,29,0.58854
1,23,30,0.50809
1,23,31,0.37884
1,23,32,0.22184
1,23,33,0.19684
1,23,34,0.0501
1,23,35,0.0
1,23,36,0.0
1,23,37,0.0
1,23,38,0.0
1,23,39,0.0
1,23,40,0.0
1,23,41,0.0
1,23,42,0.0
1,23,43,0.0
1,23,44,0.0
1,23,45,0.0
1,23,46,0.0
1,23,47,0.0
1,23,48,0.0
1,24,1,0.0
1,24,2,0.0
1,24,3,0.0
1,24,4,0.0
1,24,5,0.0
1,24,6,0.0
1,24,7,0.0
1,24,8,0.0
1,24,9,0.0
1,24,10,0.0
1,24,11,0.0
1,24,12,0.0
1,24,13,0.0
1,24,14,0.0
1,24,15,0.00689
1,24,16,0.06006
1,24,17,0.15849
1,24,18,0.31588
1,24,19,0.31146
1,24,20,0.3728
1,24,21,0.49416
1,24,22,0.43939
1,24,23,0.35514
1,24,24,0.47607
1,24,25,0.46469
1,24,26,0.36083
1,24,27,0.31767
1,24,28,0.29624
1,24,29,0.29002
1,24,30,0.27245
1,24,31,0.17215
1,24,32,0.08743
1,24,33,0.06439
1,24,34,0.02821
1,24,35,4e-05
1,24,36,0.0
1,24,37,0.0
1,24,38,0.0
1,24,39,0.0
1,24,40,0.0
1,24,41,0.0
1,24,42,0.0
1,24,43,0.0
1,24,44,0.0
1,24,45,0.0
1,24,46,0.0
1,24,47,0.0
1,24,48,0.0
1,25,1,0.0
1,25,2,0.0
1,25,3,0.0
1,25,4,0.0
1,25,5,0.0
1,25,6,0.0
1,25,7,0.0
1,25,8,0.0
1,25,9,0.0
1,25,10,0.0
1,25,11,0.0
1,25,12,0.0
1,25,13,0.0
1,25,14,0.0
1,25,15,0.00429
1,25,16,0.01586
1,25,17,0.0584
1,25,18,0.04908
1,25,19,0.08012
1,25,20,0.09415
1,25,21,0.16558
1,25,22,0.06823
1,25,23,0.04608
1,25,24,0.0951
1,25,25,0.09749
1,25,26,0.11068
1,25,27,0.22369
1,25,28,0.08948
1,25,29,0.20073
1,25,30,0.1947
1,25,31,0.23311
1,25,32,0.13828
1,25,33,0.16099
1,25,34,0.06864
1,25,35,7e-05
1,25,36,0.0
1,25,37,0.0
1,25,38,0.0
1,25,39,0.0
1,25,40,0.0
1,25,41,0.0
1,25,42,0.0
1,25,43,0.0
1,25,44,0.0
1,25,45,0.0
1,25,46,0.0
1,25,47,0.0
1,25,48,0.0
1,26,1,0.0
1,26,2,0.0
1,26,3,0.0
1,26,4,0.0
1,26,5,0.0
1,26,6,0.0
1,26,7,0.0
1,26,8,0.0
1,26,9,0.0
1,26,10,0.0
1,26,11,0.0
1,26,12,0.0
1,26,13,0.0
1,26,14,0.0
1,26,15,0.00716
1,26,16,0.04949
1,26,17,0.11307
1,26,18,0.13152
1,26,19,0.1854
1,26,20,0.21796
1,26,21,0.23048
1,26,22,0.22333
1,26,23,0.32308
1,26,24,0.41725
1,26,25,0.42611
1,26,26,0.35518
1,26,27,0.28837
1,26,28,0.39544
1,26,29,0.5732
1,26,30,0.54299
1,26,31,0.4766
1,26,32,0.37605
1,26,33,0.25711
1,26,34,0.11422
1,26,35,0.00076
1,26,36,0.0
1,26,37,0.0
1,26,38,0.0
1,26,39,0.0
1,26,40,0.0
1,26,41,0.0
1,26,42,0.0
1,26,43,0.0
1,26,44,0.0
1,26,45,0.0
1,26,46,0.0
1,26,47,0.0
1,26,48,0.0
1,27,1,0.0
1,27,2,0.0
1,27,3,0.0
1,27,4,0.0
1,27,5,0.0
1,27,6,0.0
1,27,7,0.0
1,27,8,0.0
1,27,9,0.0
1,27,10,0.0
1,27,11,0.0
1,27,12,0.0
1,27,13,0.0
1,27,14,0.0
1,27,15,0.00874
1,27,16,0.05865
1,27,17,0.13128
1,27,18,0.24673
1,27,19,0.39433
1,27,20,0.60352
1,27,21,0.70092
1,27,22,0.74824
1,27,23,0.77928
1,27,24,0.75252
1,27,25,0.7944
1,27,26,0.78556
1,27,27,0.75962
1,27,28,0.72436
1,27,29,0.66652
1,27,30,0.59303
1,27,31,0.50444
1,27,32,0.39508
1,27,33,0.26796
1,27,34,0.12716
1,27,35,0.00084
1,27,36,0.0
1,27,37,0.0
1,27,38,0.0
1,27,39,0.0
1,27,40,0.0
1,27,41,0.0
1,27,42,0.0
1,27,43,0.0
1,27,44,0.0
1,27,45,0.0
1,27,46,0.0
1,27,47,0.0
1,27,48,0.0
1,28,1,0.0
1,28,2,0.0
1,28,3,0.0
1,28,4,0.0
1,28,5,0.0
1,28,6,0.0
1,28,7,0.0
1,28,8,0.0
1,28,9,0.0
1,28,10,0.0
1,28,11,0.0
1,28,12,0.0
1,28,13,0.0
1,28,14,0.0
1,28,15,0.04577
1,28,16,0.19533
1,28,17,0.33488
1,28,18,0.48213
1,28,19,0.58755
1,28,20,0.67362
1,28,21,0.74206
1,28,22,0.79379
1,28,23,0.82837
1,28,24,0.84667
1,28,25,0.84851
1,28,26,0.83561
1,28,27,0.8064
1,28,28,0.76161
1,28,29,0.68935
1,28,30,0.62428
1,28,31,0.53063
1,28,32,0.37585
1,28,33,0.26584
1,28,34,0.11737
1,28,35,0.00015
1,28,36,0.0
1,28,37,0.0
1,28,38,0.0
1,28,39,0.0
1,28,40,0.0
1,28,41,0.0
1,28,42,0.0
1,28,43,0.0
1,28,44,0.0
