Month,Day,Period,DPV_NV
1,4,15,0.01479
1,4,16,0.15104
1,4,17,0.29895
1,4,18,0.41809
1,4,19,0.51403
1,4,20,0.56064
1,4,21,0.64164
1,4,22,0.69736
1,4,23,0.72769
1,4,24,0.74338
1,4,25,0.7428
1,4,26,0.72949
1,4,27,0.69973
1,4,28,0.65413
1,4,29,0.58643
1,4,30,0.50788
1,4,31,0.4061
1,4,32,0.27894
1,4,33,0.13163
1,4,34,0.01468
1,4,35,0.0
1,4,36,0.0
1,4,37,0.0
1,4,38,0.0
1,4,39,0.0
1,4,40,0.0
1,4,41,0.0
1,4,42,0.0
1,4,43,0.0
1,4,44,0.0
1,4,45,0.0
1,4,46,0.0
1,4,47,0.0
1,4,48,0.0
1,5,1,0.0
1,5,2,0.0
1,5,3,0.0
1,5,4,0.0
1,5,5,0.0
1,5,6,0.0
1,5,7,0.0
1,5,8,0.0
1,5,9,0.0
1,5,10,0.0
1,5,11,0.0
1,5,12,0.0
1,5,13,0.0
1,5,14,0.0
1,5,15,0.00166
1,5,16,0.13737
1,5,17,0.26618
1,5,18,0.4325
1,5,19,0.55428
1,5,20,0.64272
1,5,21,0.71477
1,5,22,0.74374
1,5,23,0.78916
1,5,24,0.82418
1,5,25,0.82684
1,5,26,0.81146
1,5,27,0.77838
1,5,28,0.72725
1,5,29,0.65836
1,5,30,0.57355
1,5,31,0.4689
1,5,32,0.33436
1,5,33,0.18477
1,5,34,0.03598
1,5,35,0.0
1,5,36,0.0
1,5,37,0.0
1,5,38,0.0
1,5,39,0.0
1,5,40,0.0
1,5,41,0.0
1,5,42,0.0
1,5,43,0.0
1,5,44,0.0
1,5,45,0.0
1,5,46,0.0
1,5,47,0.0
1,5,48,0.0
1,6,1,0.0
1,6,2,0.0
1,6,3,0.0
1,6,4,0.0
1,6,5,0.0
1,6,6,0.0
1,6,7,0.0
1,6,8,0.0
1,6,9,0.0
1,6,10,0.0
1,6,11,0.0
1,6,12,0.0
1,6,13,0.0
1,6,14,0.0
1,6,15,0.00655
1,6,16,0.11202
1,6,17,0.30652
1,6,18,0.43809
1,6,19,0.53773
1,6,20,0.61726
1,6,21,0.67638
1,6,22,0.72076
1,6,23,0.74719
1,6,24,0.76192
1,6,25,0.75906
1,6,26,0.74127
1,6,27,0.70666
1,6,28,0.65874
1,6,29,0.59778
1,6,30,0.4563
1,6,31,0.32558
1,6,32,0.29869
1,6,33,0.16276
1,6,34,0.02809
1,6,35,0.0
1,6,36,0.0
1,6,37,0.0
1,6,38,0.0
1,6,39,0.0
1,6,40,0.0
1,6,41,0.0
1,6,42,0.0
1,6,43,0.0
1,6,44,0.0
1,6,45,0.0
1,6,46,0.0
1,6,47,0.0
1,6,48,0.0
1,7,1,0.0
1,7,2,0.0
1,7,3,0.0
1,7,4,0.0
1,7,5,0.0
1,7,6,0.0
1,7,7,0.0
1,7,8,0.0
1,7,9,0.0
1,7,10,0.0
1,7,11,0.0
1,7,12,0.0
1,7,13,0.0
1,7,14,0.0
1,7,15,0.00688
1,7,16,0.11372
1,7,17,0.29097
1,7,18,0.41244
1,7,19,0.53605
1,7,20,0.62137
1,7,21,0.68609
1,7,22,0.73704
1,7,23,0.77
1,7,24,0.78634
1,7,25,0.78502
1,7,26,0.76769
1,7,27,0.72619
1,7,28,0.67489
1,7,29,0.61234
1,7,30,0.52804
1,7,31,0.42565
1,7,32,0.30156
1,7,33,0.16445
1,7,34,0.02676
1,7,35,0.0
1,7,36,0.0
1,7,37,0.0
1,7,38,0.0
1,7,39,0.0
1,7,40,0.0
1,7,41,0.0
1,7,42,0.0
1,7,43,0.0
1,7,44,0.0
1,7,45,0.0
1,7,46,0.0
1,7,47,0.0
1,7,48,0.0
1,8,1,0.0
1,8,2,0.0
1,8,3,0.0
1,8,4,0.0
1,8,5,0.0
1,8,6,0.0
1,8,7,0.0
1,8,8,0.0
1,8,9,0.0
1,8,10,0.0
1,8,11,0.0
1,8,12,0.0
1,8,13,0.0
1,8,14,0.0
1,8,15,0.00843
1,8,16,0.13896
1,8,17,0.29859
1,8,18,0.4374
1,8,19,0.54375
1,8,20,0.62443
1,8,21,0.68718
1,8,22,0.73606
1,8,23,0.76914
1,8,24,0.78415
1,8,25,0.78242
1,8,26,0.76353
1,8,27,0.72447
1,8,28,0.67725
1,8,29,0.6149
1,8,30,0.53294
1,8,31,0.43351
1,8,32,0.31042
1,8,33,0.17683
1,8,34,0.03525
1,8,35,0.0
1,8,36,0.0
1,8,37,0.0
1,8,38,0.0
1,8,39,0.0
1,8,40,0.0
1,8,41,0.0
1,8,42,0.0
1,8,43,0.0
1,8,44,0.0
1,8,45,0.0
1,8,46,0.0
1,8,47,0.0
1,8,48,0.0
1,9,1,0.0
1,9,2,0.0
1,9,3,0.0
1,9,4,0.0
1,9,5,0.0
1,9,6,0.0
1,9,7,0.0
1,9,8,0.0
1,9,9,0.0
1,9,10,0.0
1,9,11,0.0
1,9,12,0.0
1,9,13,0.0
1,9,14,0.0
1,9,15,0.0073
1,9,16,0.13205
1,9,17,0.29333
1,9,18,0.42786
1,9,19,0.5314
1,9,20,0.61124
1,9,21,0.66879
1,9,22,0.7138
1,9,23,0.74134
1,9,24,0.75231
1,9,25,0.74749
1,9,26,0.73031
1,9,27,0.69412
1,9,28,0.64708
1,9,29,0.58585
1,9,30,0.50724
1,9,31,0.41423
1,9,32,0.29742
1,9,33,0.16241
1,9,34,0.02645
1,9,35,0.0
1,9,36,0.0
1,9,37,0.0
1,9,38,0.0
1,9,39,0.0
1,9,40,0.0
1,9,41,0.0
1,9,42,0.0
1,9,43,0.0
1,9,44,0.0
1,9,45,0.0
1,9,46,0.0
1,9,47,0.0
1,9,48,0.0
1,10,1,0.0
1,10,2,0.0
1,10,3,0.0
1,10,4,0.0
1,10,5,0.0
1,10,6,0.0
1,10,7,0.0
1,10,8,0.0
1,10,9,0.0
1,10,10,0.0
1,10,11,0.0
1,10,12,0.0
1,10,13,0.0
1,10,14,0.0
1,10,15,0.00188
1,10,16,0.08142
1,10,17,0.06523
1,10,18,0.21905
1,10,19,0.39845
1,10,20,0.32826
1,10,21,0.44182
1,10,22,0.3941
1,10,23,0.45303
1,10,24,0.50635
1,10,25,0.55586
1,10,26,0.57359
1,10,27,0.51506
1,10,28,0.46962
1,10,29,0.45734
1,10,30,0.36706
1,10,31,0.25657
1,10,32,0.18844
1,10,33,0.07869
1,10,34,0.00986
1,10,35,0.0
1,10,36,0.0
1,10,37,0.0
1,10,38,0.0
1,10,39,0.0
1,10,40,0.0
1,10,41,0.0
1,10,42,0.0
1,10,43,0.0
1,10,44,0.0
1,10,45,0.0
1,10,46,0.0
1,10,47,0.0
1,10,48,0.0
1,11,1,0.0
1,11,2,0.0
1,11,3,0.0
1,11,4,0.0
1,11,5,0.0
1,11,6,0.0
1,11,7,0.0
1,11,8,0.0
1,11,9,0.0
1,11,10,0.0
1,11,11,0.0
1,11,12,0.0
1,11,13,0.0
1,11,14,0.0
1,11,15,0.00182
1,11,16,0.0992
1,11,17,0.19773
1,11,18,0.33596
1,11,19,0.4534
1,11,20,0.42808
1,11,21,0.55737
1,11,22,0.61798
1,11,23,0.66237
1,11,24,0.62257
1,11,25,0.61561
1,11,26,0.54969
1,11,27,0.55668
1,11,28,0.52227
1,11,29,0.45568
1,11,30,0.43275
1,11,31,0.34155
1,11,32,0.23585
1,11,33,0.10291
1,11,34,0.0107
1,11,35,0.0
1,11,36,0.0
1,11,37,0.0
1,11,38,0.0
1,11,39,0.0
1,11,40,0.0
1,11,41,0.0
1,11,42,0.0
1,11,43,0.0
1,11,44,0.0
1,11,45,0.0
1,11,46,0.0
1,11,47,0.0
1,11,48,0.0
1,12,1,0.0
1,12,2,0.0
1,12,3,0.0
1,12,4,0.0
1,12,5,0.0
1,12,6,0.0
1,12,7,0.0
1,12,8,0.0
1,12,9,0.0
1,12,10,0.0
1,12,11,0.0
1,12,12,0.0
1,12,13,0.0
1,12,14,0.0
1,12,15,0.00765
1,12,16,0.09605
1,12,17,0.11766
1,12,18,0.15628
1,12,19,0.20858
1,12,20,0.20415
1,12,21,0.23649
1,12,22,0.37042
1,12,23,0.32865
1,12,24,0.34469
1,12,25,0.3064
1,12,26,0.3617
1,12,27,0.36987
1,12,28,0.31022
1,12,29,0.29126
1,12,30,0.26771
1,12,31,0.25271
1,12,32,0.17783
1,12,33,0.09846
1,12,34,0.01316
1,12,35,0.0
1,12,36,0.0
1,12,37,0.0
1,12,38,0.0
1,12,39,0.0
1,12,40,0.0
1,12,41,0.0
1,12,42,0.0
1,12,43,0.0
1,12,44,0.0
1,12,45,0.0
1,12,46,0.0
1,12,47,0.0
1,12,48,0.0
1,13,1,0.0
1,13,2,0.0
1,13,3,0.0
1,13,4,0.0
1,13,5,0.0
1,13,6,0.0
1,13,7,0.0
1,13,8,0.0
1,13,9,0.0
1,13,10,0.0
1,13,11,0.0
1,13,12,0.0
1,13,13,0.0
1,13,14,0.0
1,13,15,0.01016
1,13,16,0.12828
1,13,17,0.32771
1,13,18,0.47006
1,13,19,0.5796
1,13,20,0.66803
1,13,21,0.73394
1,13,22,0.78815
1,13,23,0.8246
1,13,24,0.84431
1,13,25,0.84677
1,13,26,0.83206
1,13,27,0.79856
1,13,28,0.75254
1,13,29,0.68285
1,13,30,0.60122
1,13,31,0.4991
1,13,32,0.36712
1,13,33,0.21886
1,13,34,0.0588
1,13,35,0.0
1,13,36,0.0
1,13,37,0.0
1,13,38,0.0
1,13,39,0.0
1,13,40,0.0
1,13,41,0.0
1,13,42,0.0
1,13,43,0.0
1,13,44,0.0
1,13,45,0.0
1,13,46,0.0
1,13,47,0.0
1,13,48,0.0
1,14,1,0.0
1,14,2,0.0
1,14,3,0.0
1,14,4,0.0
1,14,5,0.0
1,14,6,0.0
1,14,7,0.0
1,14,8,0.0
1,14,9,0.0
1,14,10,0.0
1,14,11,0.0
1,14,12,0.0
1,14,13,0.0
1,14,14,0.0
1,14,15,0.00373
1,14,16,0.08503
1,14,17,0.19583
1,14,18,0.43479
1,14,19,0.56362
1,14,20,0.65079
1,14,21,0.72112
1,14,22,0.77176
1,14,23,0.80646
1,14,24,0.8245
1,14,25,0.82597
1,14,26,0.81161
1,14,27,0.77828
1,14,28,0.73017
1,14,29,0.66736
1,14,30,0.58697
1,14,31,0.48712
1,14,32,0.36037
1,14,33,0.21969
1,14,34,0.06241
1,14,35,0.0
1,14,36,0.0
1,14,37,0.0
1,14,38,0.0
1,14,39,0.0
1,14,40,0.0
1,14,41,0.0
1,14,42,0.0
1,14,43,0.0
1,14,44,0.0
1,14,45,0.0
1,14,46,0.0
1,14,47,0.0
1,14,48,0.0
1,15,1,0.0
1,15,2,0.0
1,15,3,0.0
1,15,4,0.0
1,15,5,0.0
1,15,6,0.0
1,15,7,0.0
1,15,8,0.0
1,15,9,0.0
1,15,10,0.0
1,15,11,0.0
1,15,12,0.0
1,15,13,0.0
1,15,14,0.0
1,15,15,0.0156
1,15,16,0.11445
1,15,17,0.31823
1,15,18,0.47797
1,15,19,0.58832
1,15,20,0.6785
1,15,21,0.74698
1,15,22,0.80117
1,15,23,0.8378
1,15,24,0.85645
1,15,25,0.85793
1,15,26,0.84252
1,15,27,0.81011
1,15,28,0.76039
1,15,29,0.69446
1,15,30,0.60892
1,15,31,0.50722
1,15,32,0.38155
1,15,33,0.2385
1,15,34,0.075
1,15,35,0.0
1,15,36,0.0
1,15,37,0.0
1,15,38,0.0
1,15,39,0.0
1,15,40,0.0
1,15,41,0.0
1,15,42,0.0
1,15,43,0.0
1,15,44,0.0
1,15,45,0.0
1,15,46,0.0
1,15,47,0.0
1,15,48,0.0
1,16,1,0.0
1,16,2,0.0
1,16,3,0.0
1,16,4,0.0
1,16,5,0.0
1,16,6,0.0
1,16,7,0.0
1,16,8,0.0
1,16,9,0.0
1,16,10,0.0
1,16,11,0.0
1,16,12,0.0
1,16,13,0.0
1,16,14,0.0
1,16,15,0.009
1,16,16,0.12164
1,16,17,0.31997
1,16,18,0.46599
1,16,19,0.57437
1,16,20,0.66196
1,16,21,0.73179
1,16,22,0.78472
1,16,23,0.8202
1,16,24,0.8383
1,16,25,0.83928
1,16,26,0.8238
1,16,27,0.78784
1,16,28,0.73853
1,16,29,0.67312
1,16,30,0.59204
1,16,31,0.49102
1,16,32,0.36415
1,16,33,0.22638
1,16,34,0.0661
1,16,35,0.0
1,16,36,0.0
1,16,37,0.0
1,16,38,0.0
1,16,39,0.0
1,16,40,0.0
1,16,41,0.0
1,16,42,0.0
1,16,43,0.0
1,16,44,0.0
1,16,45,0.0
1,16,46,0.0
1,16,47,0.0
1,16,48,0.0
1,17,1,0.0
1,17,2,0.0
1,17,3,0.0
1,17,4,0.0
1,17,5,0.0
1,17,6,0.0
1,17,7,0.0
1,17,8,0.0
1,17,9,0.0
1,17,10,0.0
1,17,11,0.0
1,17,12,0.0
1,17,13,0.0
1,17,14,0.0
1,17,15,0.02979
1,17,16,0.16724
1,17,17,0.31085
1,17,18,0.45479
1,17,19,0.56068
1,17,20,0.64336
1,17,21,0.70617
1,17,22,0.75679
1,17,23,0.78984
1,17,24,0.80777
1,17,25,0.80975
1,17,26,0.79543
1,17,27,0.76545
1,17,28,0.71863
1,17,29,0.65609
1,17,30,0.57827
1,17,31,0.48273
1,17,32,0.36247
1,17,33,0.22713
1,17,34,0.06958
1,17,35,0.0
1,17,36,0.0
1,17,37,0.0
1,17,38,0.0
1,17,39,0.0
1,17,40,0.0
1,17,41,0.0
1,17,42,0.0
1,17,43,0.0
1,17,44,0.0
1,17,45,0.0
1,17,46,0.0
1,17,47,0.0
1,17,48,0.0
1,18,1,0.0
1,18,2,0.0
1,18,3,0.0
1,18,4,0.0
1,18,5,0.0
1,18,6,0.0
1,18,7,0.0
1,18,8,0.0
1,18,9,0.0
1,18,10,0.0
1,18,11,0.0
1,18,12,0.0
1,18,13,0.0
1,18,14,0.0
1,18,15,0.03093
1,18,16,0.1613
1,18,17,0.32244
1,18,18,0.45834
1,18,19,0.56616
1,18,20,0.65396
1,18,21,0.71908
1,18,22,0.77296
1,18,23,0.81073
1,18,24,0.82987
1,18,25,0.83257
1,18,26,0.8182
1,18,27,0.78218
1,18,28,0.73514
1,18,29,0.67169
1,18,30,0.5908
1,18,31,0.49307
1,18,32,0.36826
1,18,33,0.23376
1,18,34,0.0727
1,18,35,0.0
1,18,36,0.0
1,18,37,0.0
1,18,38,0.0
1,18,39,0.0
1,18,40,0.0
1,18,41,0.0
1,18,42,0.0
1,18,43,0.0
1,18,44,0.0
1,18,45,0.0
1,18,46,0.0
1,18,47,0.0
1,18,48,0.0
1,19,1,0.0
1,19,2,0.0
1,19,3,0.0
1,19,4,0.0
1,19,5,0.0
1,19,6,0.0
1,19,7,0.0
1,19,8,0.0
1,19,9,0.0
1,19,10,0.0
1,19,11,0.0
1,19,12,0.0
1,19,13,0.0
1,19,14,0.0
1,19,15,0.0352
1,19,16,0.17455
1,19,17,0.32866
1,19,18,0.46302
1,19,19,0.5695
1,19,20,0.65732
1,19,21,0.72602
1,19,22,0.77812
1,19,23,0.81131
1,19,24,0.82828
1,19,25,0.82878
1,19,26,0.81318
1,19,27,0.78041
1,19,28,0.70528
1,19,29,0.5932
1,19,30,0.39701
1,19,31,0.2719
1,19,32,0.14769
1,19,33,0.07968
1,19,34,0.03243
1,19,35,0.0
1,19,36,0.0
1,19,37,0.0
1,19,38,0.0
1,19,39,0.0
1,19,40,0.0
1,19,41,0.0
1,19,42,0.0
1,19,43,0.0
1,19,44,0.0
1,19,45,0.0
1,19,46,0.0
1,19,47,0.0
1,19,48,0.0
1,20,1,0.0
1,20,2,0.0
1,20,3,0.0
1,20,4,0.0
1,20,5,0.0
1,20,6,0.0
1,20,7,0.0
1,20,8,0.0
1,20,9,0.0
1,20,10,0.0
1,20,11,0.0
1,20,12,0.0
1,20,13,0.0
1,20,14,0.0
1,20,15,0.03044
1,20,16,0.1549
1,20,17,0.22763
1,20,18,0.32729
1,20,19,0.48172
1,20,20,0.60506
1,20,21,0.67509
1,20,22,0.72376
1,20,23,0.75711
1,20,24,0.77335
1,20,25,0.77184
1,20,26,0.76053
1,20,27,0.73178
1,20,28,0.68626
1,20,29,0.62842
1,20,30,0.5548
1,20,31,0.46381
1,20,32,0.33942
1,20,33,0.16975
1,20,34,0.04269
1,20,35,0.0
1,20,36,0.0
1,20,37,0.0
1,20,38,0.0
1,20,39,0.0
1,20,40,0.0
1,20,41,0.0
1,20,42,0.0
1,20,43,0.0
1,20,44,0.0
1,20,45,0.0
1,20,46,0.0
1,20,47,0.0
1,20,48,0.0
1,21,1,0.0
1,21,2,0.0
1,21,3,0.0
1,21,4,0.0
1,21,5,0.0
1,21,6,0.0
1,21,7,0.0
1,21,8,0.0
1,21,9,0.0
1,21,10,0.0
1,21,11,0.0
1,21,12,0.0
1,21,13,0.0
1,21,14,0.0
1,21,15,0.03741
1,21,16,0.17753
1,21,17,0.33392
1,21,18,0.46778
1,21,19,0.57346
1,21,20,0.66044
1,21,21,0.73108
1,21,22,0.78598
1,21,23,0.69293
1,21,24,0.7031
1,21,25,0.68774
1,21,26,0.63157
1,21,27,0.62754
1,21,28,0.75519
1,21,29,0.69104
1,21,30,0.60868
1,21,31,0.50864
1,21,32,0.38589
1,21,33,0.24276
1,21,34,0.08203
1,21,35,0.0
1,21,36,0.0
1,21,37,0.0
1,21,38,0.0
1,21,39,0.0
1,21,40,0.0
1,21,41,0.0
1,21,42,0.0
1,21,43,0.0
1,21,44,0.0
1,21,45,0.0
1,21,46,0.0
1,21,47,0.0
1,21,48,0.0
1,22,1,0.0
1,22,2,0.0
1,22,3,0.0
1,22,4,0.0
1,22,5,0.0
1,22,6,0.0
1,22,7,0.0
1,22,8,0.0
1,22,9,0.0
1,22,10,0.0
1,22,11,0.0
1,22,12,0.0
1,22,13,0.0
1,22,14,0.0
1,22,15,0.03696
1,22,16,0.18115
1,22,17,0.32808
1,22,18,0.4604
1,22,19,0.56586
1,22,20,0.65246
1,22,21,0.71855
1,22,22,0.77068
1,22,23,0.80639
1,22,24,0.8257
1,22,25,0.82804
1,22,26,0.81447
1,22,27,0.78183
1,22,28,0.73497
1,22,29,0.67269
1,22,30,0.59311
1,22,31,0.50064
1,22,32,0.38179
1,22,33,0.24623
1,22,34,0.0903
1,22,35,0.0
1,22,36,0.0
1,22,37,0.0
1,22,38,0.0
1,22,39,0.0
1,22,40,0.0
1,22,41,0.0
1,22,42,0.0
1,22,43,0.0
1,22,44,0.0
1,22,45,0.0
1,22,46,0.0
1,22,47,0.0
1,22,48,0.0
1,23,1,0.0
1,23,2,0.0
1,23,3,0.0
1,23,4,0.0
1,23,5,0.0
1,23,6,0.0
1,23,7,0.0
1,23,8,0.0
1,23,9,0.0
1,23,10,0.0
1,23,11,0.0
1,23,12,0.0
1,23,13,0.0
1,23,14,0.0
1,23,15,0.02789
1,23,16,0.16945
1,23,17,0.32125
1,23,18,0.45262
1,23,19,0.55628
1,23,20,0.64237
1,23,21,0.70801
1,23,22,0.75961
1,23,23,0.79336
1,23,24,0.81122
1,23,25,0.81167
1,23,26,0.79713
1,23,27,0.76006
1,23,28,0.71462
1,23,29,0.65449
1,23,30,0.57638
1,23,31,0.48299
1,23,32,0.36793
1,23,33,0.23685
1,23,34,0.09239
1,23,35,0.0005
1,23,36,0.0
1,23,37,0.0
1,23,38,0.0
1,23,39,0.0
1,23,40,0.0
1,23,41,0.0
1,23,42,0.0
1,23,43,0.0
1,23,44,0.0
1,23,45,0.0
1,23,46,0.0
1,23,47,0.0
1,23,48,0.0
1,24,1,0.0
1,24,2,0.0
1,24,3,0.0
1,24,4,0.0
1,24,5,0.0
1,24,6,0.0
1,24,7,0.0
1,24,8,0.0
1,24,9,0.0
1,24,10,0.0
1,24,11,0.0
1,24,12,0.0
1,24,13,0.0
1,24,14,0.0
1,24,15,0.03597
1,24,16,0.17529
1,24,17,0.31801
1,24,18,0.44596
1,24,19,0.54646
1,24,20,0.62922
1,24,21,0.69189
1,24,22,0.74122
1,24,23,0.77438
1,24,24,0.79196
1,24,25,0.79394
1,24,26,0.78107
1,24,27,0.75114
1,24,28,0.70761
1,24,29,0.64874
1,24,30,0.57483
1,24,31,0.48449
1,24,32,0.37197
1,24,33,0.24537
1,24,34,0.09996
1,24,35,0.00061
1,24,36,0.0
1,24,37,0.0
1,24,38,0.0
1,24,39,0.0
1,24,40,0.0
1,24,41,0.0
1,24,42,0.0
1,24,43,0.0
1,24,44,0.0
1,24,45,0.0
1,24,46,0.0
1,24,47,0.0
1,24,48,0.0
1,25,1,0.0
1,25,2,0.0
1,25,3,0.0
1,25,4,0.0
1,25,5,0.0
1,25,6,0.0
1,25,7,0.0
1,25,8,0.0
1,25,9,0.0
1,25,10,0.0
1,25,11,0.0
1,25,12,0.0
1,25,13,0.0
1,25,14,0.0
1,25,15,0.03751
1,25,16,0.17832
1,25,17,0.32307
1,25,18,0.45131
1,25,19,0.55049
1,25,20,0.63162
1,25,21,0.69058
1,25,22,0.7366
1,25,23,0.76623
1,25,24,0.78195
1,25,25,0.78187
1,25,26,0.76782
1,25,27,0.7361
1,25,28,0.69347
1,25,29,0.63775
1,25,30,0.56777
1,25,31,0.48026
1,25,32,0.3709
1,25,33,0.24584
1,25,34,0.10297
1,25,35,0.00059
1,25,36,0.0
1,25,37,0.0
1,25,38,0.0
1,25,39,0.0
1,25,40,0.0
1,25,41,0.0
1,25,42,0.0
1,25,43,0.0
1,25,44,0.0
1,25,45,0.0
1,25,46,0.0
1,25,47,0.0
1,25,48,0.0
1,26,1,0.0
1,26,2,0.0
1,26,3,0.0
1,26,4,0.0
1,26,5,0.0
1,26,6,0.0
1,26,7,0.0
1,26,8,0.0
1,26,9,0.0
1,26,10,0.0
1,26,11,0.0
1,26,12,0.0
1,26,13,0.0
1,26,14,0.0
1,26,15,0.03519
1,26,16,0.16514
1,26,17,0.31469
1,26,18,0.43923
1,26,19,0.53472
1,26,20,0.60575
1,26,21,0.64948
1,26,22,0.69328
1,26,23,0.72007
1,26,24,0.74287
1,26,25,0.75153
1,26,26,0.74578
1,26,27,0.73792
1,26,28,0.70004
1,26,29,0.64733
1,26,30,0.57575
1,26,31,0.4906
1,26,32,0.38265
1,26,33,0.2553
1,26,34,0.11325
1,26,35,0.00058
1,26,36,0.0
1,26,37,0.0
1,26,38,0.0
1,26,39,0.0
1,26,40,0.0
1,26,41,0.0
1,26,42,0.0
1,26,43,0.0
1,26,44,0.0
1,26,45,0.0
1,26,46,0.0
1,26,47,0.0
1,26,48,0.0
1,27,1,0.0
1,27,2,0.0
1,27,3,0.0
1,27,4,0.0
1,27,5,0.0
1,27,6,0.0
1,27,7,0.0
1,27,8,0.0
1,27,9,0.0
1,27,10,0.0
1,27,11,0.0
1,27,12,0.0
1,27,13,0.0
1,27,14,0.0
1,27,15,0.03429
1,27,16,0.16719
1,27,17,0.30729
1,27,18,0.43285
1,27,19,0.53295
1,27,20,0.61413
1,27,21,0.67262
1,27,22,0.72475
1,27,23,0.75896
1,27,24,0.77749
1,27,25,0.78171
1,27,26,0.76713
1,27,27,0.74229
1,27,28,0.6962
1,27,29,0.63907
1,27,30,0.56783
1,27,31,0.4751
1,27,32,0.36423
1,27,33,0.22785
1,27,34,0.09914
1,27,35,0.00014
1,27,36,0.0
1,27,37,0.0
1,27,38,0.0
1,27,39,0.0
1,27,40,0.0
1,27,41,0.0
1,27,42,0.0
1,27,43,0.0
1,27,44,0.0
1,27,45,0.0
1,27,46,0.0
1,27,47,0.0
1,27,48,0.0
1,28,1,0.0
1,28,2,0.0
1,28,3,0.0
1,28,4,0.0
1,28,5,0.0
1,28,6,0.0
1,28,7,0.0
1,28,8,0.0
1,28,9,0.0
1,28,10,0.0
1,28,11,0.0
1,28,12,0.0
1,28,13,0.0
1,28,14,0.0
1,28,15,0.03003
1,28,16,0.10611
1,28,17,0.15675
1,28,18,0.33375
1,28,19,0.52723
1,28,20,0.48743
1,28,21,0.46646
1,28,22,0.55828
1,28,23,0.59021
1,28,24,0.74288
1,28,25,0.78795
1,28,26,0.77454
1,28,27,0.67866
1,28,28,0.62233
1,28,29,0.58486
1,28,30,0.45417
1,28,31,0.42267
1,28,32,0.29275
1,28,33,0.1441
1,28,34,0.05662
1,28,35,0.00069
1,28,36,0.0
1,28,37,0.0
1,28,38,0.0
1,28,39,0.0
1,28,40,0.0
1,28,41,0.0
1,28,42,0.0
1,28,43,0.0
1,28,44,0.0
